country,country_code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Middle East & North Africa (IDA & IBRD countries),TMN,3221.901321,3238.328709,3291.962261,3324.059788,3528.696553,3623.84033,3758.185308,3916.848013,3981.886812,4008.796611,4143.288742,4026.683879,4063.434287,4056.33106,4068.787608,4037.159106,4265.802783,4323.668036,
Tonga,TON,3275.812111,3375.593856,3470.833238,3522.531941,3488.58299,3521.507097,3470.646555,3304.360697,3385.348107,3442.872153,3548.068399,3631.543271,3650.819251,3524.232073,3581.836612,3694.462409,3792.290149,3862.304419,4054.940955
South Asia (IDA & IBRD),TSA,802.1665266,821.7898651,837.285637,882.6969567,933.4493227,989.082434,1048.852767,1108.534036,1127.419046,1190.334146,1263.828366,1310.281507,1363.557235,1427.241811,1507.045267,1599.02146,1700.623822,1796.159418,1890.34994
Sub-Saharan Africa (IDA & IBRD countries),TSS,1201.34951,1219.743168,1263.501556,1282.357384,1330.191414,1375.585139,1421.550863,1475.106501,1512.374302,1515.998014,1557.453562,1584.350477,1611.435778,1646.059644,1676.822657,1679.700986,1655.073951,1652.15101,1656.926845
Trinidad and Tobago,TTO,9779.189565,10151.64251,10910.55556,12425.75931,13346.1737,14104.89885,15891.78871,16569.54925,17051.72446,16226.0041,16683.42242,16550.96724,16680.15718,16760.56059,16641.21563,16824.14486,15765.46976,15350.36904,15288.93154
Tunisia,TUN,3004.610765,3091.102768,3107.020644,3228.463834,3403.105234,3492.165944,3641.543396,3847.406974,3968.352556,4044.629689,4140.15177,4014.916793,4127.401091,4196.784208,4271.326849,4270.874048,4269.139768,4303.963611,4402.0237
Turkey,TUR,8237.611671,7631.651692,8003.733284,8332.029062,9009.881454,9692.128808,10251.38141,10638.06608,10599.63045,9973.664813,10672.40036,11683.60511,12052.71835,12866.09434,13312.45182,13898.74696,14117.43326,14936.40176,15026.70752
Tuvalu,TUV,3079.530118,3099.581038,3301.329794,3148.148955,3065.716858,2910.713797,2940.711448,3095.098587,3310.835164,3133.46343,3021.889528,3219.357228,3067.877977,3180.408846,3196.979127,3459.778551,3533.942261,3617.528946,3636.055006
Tanzania,TZA,511.7070299,528.29442,550.3104439,570.5755566,595.767,621.4851932,642.1659577,664.5892716,680.5605644,694.0952812,715.149284,746.224262,755.8221812,782.3582168,809.523152,833.1998538,863.348456,894.0244881,957.1259352
Uganda,UGA,412.1964266,419.3358307,440.6522238,453.1978433,467.4800177,480.0954072,513.7528175,538.0394288,565.0679211,583.0970868,595.2061732,629.240517,631.5551889,632.4862087,642.8773857,654.1365785,663.2219604,666.7451333,709.6658061
Ukraine,UKR,1817.997101,2005.382992,2131.729166,2353.60428,2658.689709,2758.520484,2983.857295,3229.652917,3322.003836,2844.32328,2965.142365,3138.46507,3153.739245,3160.083736,3123.915572,2828.88539,2909.646215,2996.232635,3110.194646
Upper middle income,UMC,3789.737896,3884.763703,4035.656426,4209.383887,4508.509054,4790.25133,5145.151248,5561.423213,5847.337642,5904.073897,6297.686024,6646.340305,6941.049648,7233.159477,7478.621142,7671.137569,7912.295826,8227.823298,8537.981517
Uruguay,URY,8997.660123,8636.545266,7967.162565,8036.479224,8442.549555,9068.239209,9424.516991,10014.87202,10698.05201,11112.45603,11938.212,12512.91348,12913.10408,13467.43784,13856.69518,13859.40739,14042.63899,14362.56121,14617.464
USA,USA,45055.81792,45047.4872,45428.64568,46304.03609,47614.27986,48755.61606,49575.40101,49979.53384,49364.64455,47575.60856,48466.82102,48862.42257,49596.41951,50161.07339,51015.133,52099.26723,52534.36274,53356.23365,54541.72316
Uzbekistan,UZB,813.2037695,836.6986545,859.5821277,885.3221269,942.5540546,996.8680521,1056.666813,1145.083807,1228.264565,1305.538213,1377.08214,1451.883505,1547.98156,1645.910721,1744.491243,1851.472779,1961.482175,2031.047754,2026.540839
St. Vincent and the Grenadines,VCT,4748.039862,4825.171601,5122.706782,5506.245594,5724.059482,5856.494059,6297.323196,6499.459949,6595.305264,6451.664955,6231.770232,6204.161584,6290.677105,6406.464663,6482.024232,6563.108084,6681.283614,6723.164115,6875.486286
"Venezuela, RB",VEN,11799.88332,11975.38175,10717.1845,9710.3066,11285.87053,12237.93501,13221.4769,14143.71811,14652.24075,13961.94516,13545.26345,13902.51142,14473.53142,14462.4197,13709.04305,,,,
British Virgin Islands,VGB,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,,,36687.05451,36565.82939,37654.27428,39026.65456,40472.66295,42118.35626,42491.45402,39667.1916,40043.19017,36798.69903,31301.00173,29516.00163,29275.27388,29398.5564,29729.22179,,
Vietnam,VNM,761.6101712,800.2599286,842.3655168,891.8711814,950.1299117,1012.370707,1073.0128,1138.873683,1191.998753,1244.037152,1310.370273,1377.133984,1433.129144,1493.56251,1565.020497,1651.234675,1735.290954,1834.651595,1964.475991
Vanuatu,VUT,2839.932473,2679.655543,2481.522931,2522.922814,2556.899434,2625.269068,2777.665956,2850.723048,2962.008224,2987.93517,2965.802434,2932.872081,2916.639353,2907.610231,2909.775418,2823.707829,2873.692937,2939.520707,2863.228634
World,WLD,8189.458707,8240.082818,8315.35706,8450.024049,8709.942592,8931.270541,9198.564285,9465.934097,9518.151757,9238.74239,9525.491732,9710.556834,9836.879554,9977.636079,10139.5673,10307.43268,10451.20208,10657.78202,10882.30874
Samoa,WSM,2766.531042,2942.411939,3052.564998,3171.008606,3296.902352,3412.028304,3456.822436,3651.350951,3663.276816,3462.609224,3453.434298,3624.572902,3609.737119,3510.924883,3531.582702,3555.664775,3783.908782,3860.240703,3894.337974
Kosovo,XKX,1920.0123,2436.261049,2417.541306,2560.375103,2625.473657,2781.98463,2884.000702,3069.376965,3125.352083,3203.954022,3283.510304,3412.092869,3483.267653,3565.457119,3612.729101,3802.393915,3925.270222,4058.822626,4193.631327
"Yemen, Rep.",YEM,1138.247142,1148.427616,1160.243239,1170.143594,1182.89825,1214.704666,1219.007461,1225.472386,1235.811589,1249.033678,1309.23196,1112.351932,1108.895193,1132.098806,1101.117444,894.6343936,754.0579434,692.5237511,667.9454369
South Africa (Rep Of),ZAF,5838.864521,5911.618516,6046.787941,6143.778353,6343.894043,6600.252273,6893.306604,7186.738115,7338.845792,7146.764257,7276.376756,7417.72807,7476.803175,7552.997235,7583.589509,7576.211369,7520.533231,7525.293185,7432.868382
Zambia,ZMB,938.3511567,961.4999316,978.0534306,1018.361971,1061.197731,1107.728175,1163.302727,1226.540548,1285.864528,1365.402344,1463.213573,1499.728311,1565.900334,1595.915037,1620.82329,1618.457665,1629.590305,1635.490591,1672.345428
Zimbabwe,ZWE,1408.641366,1412.291,1272.851807,1045.376248,973.5983831,906.4657531,862.8042245,818.4588659,662.4865443,728.5662736,854.8476653,955.8054317,1090.521582,1086.826568,1086.873532,1080.572518,1063.60128,1088.063398,1322.344063
